22:3:16 - 7/12/2021 - 18.97 - 0.00 - Traffic(0.00) Geophony(0.21) Biophony(0.02) Anthrophony(0.78) 
23:26:25 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
23:26:26 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.50) Biophony(0.00) Anthrophony(0.50) 
23:26:27 - 7/12/2021 - 6.12 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.00) Anthrophony(0.02) 
23:26:28 - 7/12/2021 - 6.10 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.04) Anthrophony(0.04) 
23:26:29 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.00) Anthrophony(0.02) 
23:26:30 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:26:31 - 7/12/2021 - 6.10 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
23:26:32 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
23:26:33 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.01) 
23:26:34 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.03) Anthrophony(0.03) 
23:26:35 - 7/12/2021 - 6.12 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.01) Anthrophony(0.04) 
23:26:36 - 7/12/2021 - 6.14 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:26:37 - 7/12/2021 - 6.12 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.09) Anthrophony(0.02) 
23:26:38 - 7/12/2021 - 6.10 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
23:26:39 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:26:40 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:26:41 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
23:26:42 - 7/12/2021 - 6.10 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:26:43 - 7/12/2021 - 6.10 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:26:44 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:26:45 - 7/12/2021 - 6.12 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:26:46 - 7/12/2021 - 6.10 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
23:26:47 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
23:26:48 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:26:49 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
23:26:50 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:26:51 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:26:52 - 7/12/2021 - 6.10 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
23:26:53 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:26:54 - 7/12/2021 - 6.10 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
23:26:55 - 7/12/2021 - 6.10 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.06) Anthrophony(0.02) 
23:26:56 - 7/12/2021 - 6.10 - 0.00 - Traffic(0.00) Geophony(0.94) Biophony(0.04) Anthrophony(0.02) 
23:26:57 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:26:58 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.03) Anthrophony(0.04) 
23:26:59 - 7/12/2021 - 6.12 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.01) 
23:27:0 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.04) Anthrophony(0.04) 
23:27:1 - 7/12/2021 - 6.10 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
23:27:2 - 7/12/2021 - 6.10 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.06) Anthrophony(0.02) 
23:27:3 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
23:27:4 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.00) Anthrophony(0.10) 
23:27:5 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.01) Anthrophony(0.29) 
23:27:6 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.35) Geophony(0.09) Biophony(0.02) Anthrophony(0.54) 
23:27:7 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.17) Geophony(0.01) Biophony(0.65) Anthrophony(0.17) 
23:27:8 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.64) Geophony(0.03) Biophony(0.26) Anthrophony(0.07) 
23:27:9 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.98) Geophony(0.00) Biophony(0.02) Anthrophony(0.01) 
23:27:10 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.00) Anthrophony(0.02) 
23:27:11 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.26) Geophony(0.41) Biophony(0.07) Anthrophony(0.26) 
23:27:12 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.00) Anthrophony(0.02) 
23:27:13 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.00) Anthrophony(0.01) 
23:27:14 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.00) 
23:27:15 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
23:27:16 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.06) Anthrophony(0.03) 
23:27:17 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.09) Anthrophony(0.02) 
23:27:18 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.00) Anthrophony(0.01) 
23:27:19 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.01) 
23:27:20 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:27:21 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.00) Anthrophony(0.02) 
23:27:22 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.00) Anthrophony(0.04) 
23:27:23 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.61) Geophony(0.00) Biophony(0.00) Anthrophony(0.39) 
23:27:24 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.28) Geophony(0.00) Biophony(0.03) Anthrophony(0.68) 
23:27:25 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.59) Geophony(0.00) Biophony(0.38) Anthrophony(0.03) 
23:27:26 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.03) Geophony(0.03) Biophony(0.01) Anthrophony(0.94) 
23:27:27 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
23:27:28 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
23:27:29 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
23:27:30 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:27:31 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.10) Anthrophony(0.00) 
23:27:32 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
23:27:33 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.86) Biophony(0.14) Anthrophony(0.00) 
23:27:34 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:27:35 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
23:27:36 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
23:27:37 - 7/12/2021 - 6.10 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:27:38 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
23:27:39 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
23:27:40 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
23:27:41 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
23:27:42 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
23:27:43 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.14) Anthrophony(0.01) 
23:27:44 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.09) Anthrophony(0.06) 
23:27:45 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
23:27:46 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.63) Biophony(0.26) Anthrophony(0.11) 
23:27:47 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.01) 
23:27:48 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:27:49 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:27:50 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.00) Anthrophony(0.04) 
23:27:51 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.71) Biophony(0.00) Anthrophony(0.29) 
23:27:52 - 7/12/2021 - 6.08 - 0.00 - Traffic(0.98) Geophony(0.00) Biophony(0.00) Anthrophony(0.02) 
23:27:53 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.98) Geophony(0.00) Biophony(0.00) Anthrophony(0.02) 
23:27:54 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.91) Geophony(0.00) Biophony(0.06) Anthrophony(0.03) 
23:27:55 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.98) Geophony(0.00) Biophony(0.00) Anthrophony(0.02) 
23:27:56 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.01) Geophony(0.03) Biophony(0.00) Anthrophony(0.96) 
23:27:57 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.00) Anthrophony(0.02) 
23:27:58 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.01) 
23:27:59 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.02) Anthrophony(0.03) 
23:28:0 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.02) 
23:28:1 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
23:28:2 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.02) Anthrophony(0.09) 
23:28:3 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:28:4 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.00) 
23:28:5 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:28:6 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:28:7 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
23:28:8 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
23:28:9 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:28:10 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.01) Anthrophony(0.03) 
23:28:11 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
23:28:12 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:28:13 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.12) Geophony(0.71) Biophony(0.05) Anthrophony(0.12) 
23:28:14 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.02) Geophony(0.09) Biophony(0.04) Anthrophony(0.86) 
23:28:15 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.18) Geophony(0.68) Biophony(0.03) Anthrophony(0.11) 
23:28:16 - 7/12/2021 - 6.02 - 0.00 - Traffic(1.00) Geophony(0.00) Biophony(0.00) Anthrophony(0.00) 
23:28:17 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.71) Geophony(0.00) Biophony(0.00) Anthrophony(0.29) 
23:28:18 - 7/12/2021 - 6.04 - 0.00 - Traffic(1.00) Geophony(0.00) Biophony(0.00) Anthrophony(0.00) 
23:28:19 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.85) Geophony(0.00) Biophony(0.00) Anthrophony(0.14) 
23:28:20 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.17) Geophony(0.00) Biophony(0.65) Anthrophony(0.17) 
23:28:21 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.46) Geophony(0.00) Biophony(0.46) Anthrophony(0.08) 
23:28:22 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.24) Geophony(0.02) Biophony(0.16) Anthrophony(0.59) 
23:28:23 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.01) Geophony(0.65) Biophony(0.27) Anthrophony(0.07) 
23:28:24 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.02) Anthrophony(0.21) 
23:28:25 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:28:26 - 7/12/2021 - 6.06 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:28:27 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
23:28:28 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.86) Biophony(0.14) Anthrophony(0.00) 
23:28:29 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:28:30 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:28:31 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.00) Anthrophony(0.00) 
23:28:32 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:28:33 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:28:34 - 7/12/2021 - 6.04 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
23:28:35 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.86) Biophony(0.14) Anthrophony(0.00) 
23:28:36 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.86) Biophony(0.14) Anthrophony(0.00) 
23:28:37 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:28:38 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:28:39 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.01) Geophony(0.12) Biophony(0.74) Anthrophony(0.12) 
23:28:40 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.38) Biophony(0.59) Anthrophony(0.03) 
23:28:41 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.68) Biophony(0.28) Anthrophony(0.05) 
23:28:42 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.93) Geophony(0.00) Biophony(0.06) Anthrophony(0.01) 
23:28:43 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.09) Anthrophony(0.13) 
23:28:44 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.00) Anthrophony(0.02) 
23:28:45 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.02) Anthrophony(0.29) 
23:28:46 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:28:47 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:28:48 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.02) 
23:28:49 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
23:28:50 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
23:28:51 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
23:28:52 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:28:53 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
23:28:54 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
23:28:55 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:28:56 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
23:28:57 - 7/12/2021 - 5.97 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:28:58 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:28:59 - 7/12/2021 - 5.97 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:29:0 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:29:1 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.09) Anthrophony(0.02) 
23:29:2 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
23:29:3 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.06) Anthrophony(0.02) 
23:29:4 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.79) Biophony(0.21) Anthrophony(0.01) 
23:29:5 - 7/12/2021 - 6.02 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.03) Anthrophony(0.03) 
23:29:6 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
23:29:7 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
23:29:8 - 7/12/2021 - 5.97 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:29:9 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:29:10 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:29:11 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:29:12 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:29:13 - 7/12/2021 - 5.97 - 0.00 - Traffic(0.70) Geophony(0.01) Biophony(0.00) Anthrophony(0.29) 
23:29:14 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.14) Biophony(0.01) Anthrophony(0.85) 
23:29:15 - 7/12/2021 - 5.97 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(0.99) 
23:29:16 - 7/12/2021 - 5.97 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
23:29:17 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:29:18 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:29:19 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:29:20 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:29:21 - 7/12/2021 - 5.97 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
23:29:22 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.01) Anthrophony(0.10) 
23:29:23 - 7/12/2021 - 5.93 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
23:29:24 - 7/12/2021 - 5.97 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
23:29:25 - 7/12/2021 - 5.95 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:29:26 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
23:29:27 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:29:28 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
23:29:29 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.01) 
23:29:30 - 7/12/2021 - 5.95 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
23:29:31 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
23:29:32 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
23:29:33 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.01) 
23:29:34 - 7/12/2021 - 5.97 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.02) Anthrophony(0.01) 
23:29:35 - 7/12/2021 - 5.93 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
23:29:36 - 7/12/2021 - 5.93 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
23:29:37 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
23:29:38 - 7/12/2021 - 6.01 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:29:39 - 7/12/2021 - 5.97 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.00) Anthrophony(0.01) 
23:29:40 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
23:29:41 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
23:29:42 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.00) 
23:29:43 - 7/12/2021 - 5.93 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.05) Anthrophony(0.14) 
23:29:44 - 7/12/2021 - 5.95 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
23:29:45 - 7/12/2021 - 5.95 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.05) Anthrophony(0.14) 
23:29:46 - 7/12/2021 - 5.97 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.01) Anthrophony(0.02) 
23:29:47 - 7/12/2021 - 5.99 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
23:29:48 - 7/12/2021 - 5.97 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.04) Anthrophony(0.09) 
